nEvent , x0 , y0 , Ax , Ay , err_x0 , err_y0 , err_Ax , err_Ay , chi2 
329 , -0.127112 , 0.062977 , 0.000244781 , -0.000110895 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00579544
329 , 13.1395 , 9.53355 , -0.0241505 , -0.017286 , 0.0496417 , 0.0742692 , 3.63462e-05 , 4.8813e-05 , 17.3362
330 , 0.164272 , -0.0421862 , 8.00556e-05 , 6.46934e-05 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 34.2384
330 , -0.467859 , 13.0737 , 0.00110273 , -0.0245454 , 0.0496204 , 0.0736781 , 3.63903e-05 , 5.99289e-05 , 31.4574
331 , 0.179958 , -0.103929 , 5.22336e-05 , 0.00015858 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 37.3279
331 , 0.214118 , 17.2761 , 0.000248396 , -0.0325296 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 33.932
332 , -5.8126 , 9.7994 , 0.0104291 , -0.0187396 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 43.7712
332 , 0.0862043 , 0.145219 , -0.000168337 , -0.000266638 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.000671179
333 , 0.094763 , -0.103256 , -0.0001802 , 0.000149839 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 1.85472
333 , 9.7803 , 11.2232 , -0.017151 , -0.0235132 , 0.0877359 , 0.0742905 , 7.50241e-05 , 4.88708e-05 , 8.27726
334 , -5.87953 , 10.211 , 0.0112465 , -0.0194966 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 9.87104
334 , 0.164026 , 0.0359938 , -0.000304981 , -5.61804e-05 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.013884
335 , -0.105425 , -0.161974 , 0.000192722 , 0.000315295 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0193516
335 , -7.80742 , 5.89738 , 0.0144263 , -0.0109828 , 0.0876967 , 0.0497756 , 7.50093e-05 , 3.5352e-05 , 29.0745
336 , 3.66041 , -13.4212 , -0.0071853 , 0.0250142 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 20.9939
336 , -0.0846051 , 0.101919 , 0.000164349 , -0.00019704 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0284885
337 , 0.141936 , 0.0479324 , -0.000266382 , -8.65336e-05 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00813489
337 , -9.87065 , 5.47666 , 0.0182768 , -0.0128657 , 0.0496418 , 0.0742693 , 3.63462e-05 , 4.88131e-05 , 32.6934
338 , -0.229291 , 0.142589 , 0.000434101 , -0.000279377 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0144419
338 , -6.46975 , -2.23636 , 0.0124268 , 0.00257829 , 0.0876967 , 0.0497756 , 7.50093e-05 , 3.5352e-05 , 32.9476
339 , 0.0331641 , -0.0987079 , -5.89121e-05 , 0.000193984 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00824665
339 , 6.39141 , -10.3006 , -0.0127071 , 0.0191553 , 0.0890797 , 0.0747186 , 7.64409e-05 , 6.10824e-05 , 2.06795
340 , 0.0554156 , 0.14874 , -0.000102813 , -0.000270825 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00684637
340 , 3.4346 , -11.2164 , -0.0077323 , 0.0214685 , 0.0691226 , 0.0737115 , 4.71806e-05 , 5.99419e-05 , 29.3364
341 , -8.89983 , -6.91038 , 0.0164613 , 0.013111 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 19.7861
341 , 0.0597783 , 0.155469 , -0.000117213 , -0.000293744 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00624564
342 , -5.6474 , 4.87924 , 0.0102866 , -0.00990084 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 26.7323
342 , -0.23206 , 0.0963406 , 0.000430968 , -0.00018778 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0133684
343 , 0.0776724 , 0.160394 , -0.000189841 , -0.000293201 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.563286
343 , 8.81968 , 3.11408 , -0.0165794 , -0.00852859 , 0.0496417 , 0.0742692 , 3.63462e-05 , 4.8813e-05 , 41.5718
344 , 2.76261 , -3.54397 , -0.00527868 , 0.00681404 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 2.51076
344 , -0.0336941 , 0.411349 , 7.61548e-05 , -0.000759348 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0424613
345 , 0.0588276 , 0.144318 , -0.000117356 , -0.000270098 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0124838
345 , -0.981875 , 10.4193 , -0.000764958 , -0.0203817 , 0.0691266 , 0.0505358 , 4.70535e-05 , 3.58047e-05 , 24.5212
346 , 9.61762 , -3.63823 , -0.0181027 , 0.00702718 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 24.4407
346 , 0.188854 , -0.0498969 , -0.000342599 , 9.89288e-05 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0215753
347 , 5.52855 , -1.49822 , -0.0101919 , 0.0031552 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 18.8361
347 , -0.276106 , -0.180573 , 0.000528166 , 0.000331242 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0271085
348 , -11.7566 , -11.3474 , 0.0227484 , 0.0217398 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 13.5306
348 , 0.101188 , 0.0981184 , -0.000192634 , -0.000180245 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00313506
349 , -0.0765961 , -0.0919123 , 0.000151663 , 0.000159057 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.028752
349 , 9.25482 , -6.14433 , -0.017346 , 0.0112292 , 0.0500206 , 0.0555165 , 3.63613e-05 , 3.70543e-05 , 13.0527
350 , -2.1164 , 1.99812 , 0.00420947 , -0.00377175 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 8.72679
350 , -0.534949 , 0.295778 , 0.0010279 , -0.000512367 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 6.07759
351 , 0.0725469 , 0.0480272 , -0.000114864 , -0.000154834 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 2.04932
351 , -13.29 , 0.238784 , 0.0278873 , -0.000949245 , 0.0691328 , 0.0497796 , 4.7121e-05 , 3.52785e-05 , 51.1859
352 , -1.28224 , 7.80092 , 0.0026425 , -0.0149753 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 6.5886
352 , 0.0227255 , -0.233738 , -5.23068e-05 , 0.000437731 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0103092
353 , 0.0985527 , 0.152734 , -0.000160386 , -0.00028242 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.812581
353 , 3.58935 , 12.313 , -0.00644265 , -0.0234493 , 0.0890797 , 0.0747186 , 7.64409e-05 , 6.10824e-05 , 14.484
354 , -0.128237 , -0.0430562 , 0.000233439 , 7.40376e-05 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00469756
354 , -7.22965 , -12.7607 , 0.0133307 , 0.0248874 , 0.0890797 , 0.0747185 , 7.64409e-05 , 6.10824e-05 , 51.7953
355 , -0.0707097 , -0.129782 , 0.000144213 , 0.000235338 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0112416
355 , 8.29331 , 8.88695 , -0.0156711 , -0.0164965 , 0.0496203 , 0.0736782 , 3.63902e-05 , 5.9929e-05 , 11.3618
356 , 0.162564 , 0.17076 , -0.000312488 , -0.000304227 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0336596
356 , 6.98999 , 4.36253 , -0.0132989 , -0.00834394 , 0.0876967 , 0.0497756 , 7.50093e-05 , 3.5352e-05 , 11.1222
357 , 0.0200131 , -0.124838 , -3.52312e-05 , 0.000230482 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0302853
357 , -14.4283 , 4.50618 , 0.0269772 , -0.009329 , 0.087697 , 0.0497756 , 7.50095e-05 , 3.53519e-05 , 28.0589
358 , -0.00884856 , 0.121693 , 1.44076e-05 , -0.000237375 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.000749242
358 , -13.5652 , -2.986 , 0.02539 , 0.00595409 , 0.0890797 , 0.0747186 , 7.64409e-05 , 6.10824e-05 , 20.8126
359 , -0.188877 , -0.0232573 , 0.000352603 , 2.91349e-05 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0387852
359 , -1.97486 , 9.37712 , 0.00371348 , -0.0179835 , 0.103687 , 0.0773654 , 9.27347e-05 , 6.49822e-05 , 18.7614
360 , 0.0209134 , -5.59608 , 4.20551e-05 , 0.0106252 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 8.76315
360 , -0.0088916 , 0.343602 , 8.18282e-05 , -0.000655933 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 3.36289
361 , 6.07808 , 0.726731 , -0.0115792 , -0.00151614 , 0.0483217 , 0.0498191 , 3.56898e-05 , 3.52032e-05 , 10.2885
361 , -0.156611 , -0.267533 , 0.000300615 , 0.000512091 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0128036
362 , 0.12718 , -0.110217 , -0.000241887 , 0.000217939 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0418568
362 , -0.507726 , 7.65891 , 0.00319608 , -0.0178762 , 0.069338 , 0.0744777 , 4.7222e-05 , 4.89175e-05 , 51.7351
363 , -0.0521476 , -0.0619701 , 0.000185399 , 0.000118171 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 1.8823
363 , -3.19089 , 13.8636 , 0.0032344 , -0.0259132 , 0.0691324 , 0.0497795 , 4.71207e-05 , 3.52785e-05 , 14.5881
364 , 0.125232 , -0.101647 , -0.00024971 , 0.000194336 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0264991
364 , -7.65725 , -7.49515 , 0.0142455 , 0.0140016 , 0.0890797 , 0.0747186 , 7.64409e-05 , 6.10824e-05 , 0.999777
365 , -0.0997952 , 0.0481453 , 0.000188064 , -9.7345e-05 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00170968
365 , -9.07029 , -11.0042 , 0.0169047 , 0.0209406 , 0.0891146 , 0.074693 , 7.64748e-05 , 6.10694e-05 , 58.5197
366 , 3.35402 , -11.8434 , -0.00561844 , 0.0228948 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 15.7845
366 , 0.15134 , 0.0326005 , -0.000276496 , -6.86644e-05 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0218384
367 , 2.75942 , -7.93 , -0.00545962 , 0.015132 , 0.0504237 , 0.0494437 , 3.70327e-05 , 3.50129e-05 , 19.487
367 , 0.207241 , -0.118261 , -0.000390495 , 0.000229567 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00520565
368 , 5.20533 , -4.52146 , -0.00945343 , 0.00841981 , 0.0492543 , 0.049701 , 3.60401e-05 , 3.52957e-05 , 14.4218
368 , -0.167431 , -0.237974 , 0.000317054 , 0.000438484 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00807652
369 , -0.055579 , -0.0952913 , 0.000109155 , 0.000181284 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00328718
369 , -15.1487 , 0.26045 , 0.0296864 , -0.00413384 , 0.0500208 , 0.0792173 , 3.63624e-05 , 5.08654e-05 , 49.3367
370 , -0.0616407 , 0.159421 , 0.00012725 , -0.000294094 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00916775
370 , -3.39687 , 11.7826 , 0.00664565 , -0.0216023 , 0.0876967 , 0.0497756 , 7.50093e-05 , 3.5352e-05 , 8.76154
371 , 0.100361 , -0.0297711 , -0.00022748 , 4.508e-05 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 1.53334
371 , 14.3716 , 5.26495 , -0.027157 , -0.00961419 , 0.0890797 , 0.0747186 , 7.64409e-05 , 6.10824e-05 , 23.4277
372 , -0.215277 , 0.0968739 , 0.00040074 , -0.000193311 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0239552
372 , 5.42165 , -7.21237 , -0.0102148 , 0.013226 , 0.0496204 , 0.0736781 , 3.63903e-05 , 5.99289e-05 , 7.40998
373 , -7.34956 , -7.07051 , 0.0138858 , 0.0137537 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 44.3562
373 , -0.0969161 , -0.126143 , 0.000170425 , 0.000265924 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 11.0272
374 , 1.33997 , 7.00506 , -0.00275244 , -0.013206 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 10.8198
374 , 0.122635 , -0.230343 , -0.00024101 , 0.000429546 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0138394
375 , 0.0359313 , -0.111603 , -5.87108e-05 , 0.000221422 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.014295
375 , -12.7824 , -8.95841 , 0.0246753 , 0.0169108 , 0.0876967 , 0.0497756 , 7.50093e-05 , 3.5352e-05 , 23.8475
376 , -0.108253 , -0.0913396 , 0.000202748 , 0.000179372 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00967415
376 , -9.75611 , -7.7093 , 0.0185972 , 0.0148421 , 0.0876967 , 0.0497756 , 7.50093e-05 , 3.5352e-05 , 8.8542
377 , -0.166834 , 0.0939388 , 0.000302985 , -0.000175166 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00221796
377 , -3.53205 , -10.4243 , 0.00553514 , 0.0194775 , 0.0691543 , 0.0737101 , 4.71686e-05 , 5.99397e-05 , 4.54155
378 , -0.0555804 , -0.23073 , 9.99372e-05 , 0.000433399 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0148557
378 , 7.31919 , -2.22316 , -0.0138566 , 0.00475471 , 0.0890797 , 0.0747185 , 7.64409e-05 , 6.10824e-05 , 8.29336
379 , 8.96004 , 2.26726 , -0.0172561 , -0.00442697 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 15.9704
379 , -0.000572928 , 0.218458 , -1.42128e-05 , -0.000410919 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0344254
380 , 9.35236 , 9.80293 , -0.0167265 , -0.0182978 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 48.39
380 , -0.112886 , -0.102828 , 0.000205172 , 0.000195272 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00798077
381 , -0.134529 , 0.0338447 , 0.000272177 , -7.10245e-05 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0539126
381 , 4.29649 , -11.7513 , -0.00799609 , 0.0218676 , 0.0496204 , 0.0736781 , 3.63903e-05 , 5.99289e-05 , 6.62486
382 , -3.99131 , 9.65049 , 0.0079558 , -0.0182087 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 24.9123
382 , -0.117146 , 0.00665358 , 0.000280771 , 2.68294e-06 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.841869
383 , -0.027153 , -0.201645 , 4.29939e-05 , 0.000354561 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.102114
383 , 3.67603 , -9.87209 , -0.00686262 , 0.0183571 , 0.0876967 , 0.0497756 , 7.50093e-05 , 3.5352e-05 , 29.1126
384 , 0.115726 , -0.017179 , -0.000230419 , 3.1799e-05 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0201798
384 , -10.0924 , 11.3554 , 0.018008 , -0.0215072 , 0.0879047 , 0.0497871 , 7.52019e-05 , 3.58389e-05 , 37.7904
385 , 0.0707107 , -0.116367 , -0.000134969 , 0.000214154 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.000776245
385 , -7.32838 , 9.06191 , 0.0136496 , -0.0211624 , 0.0889182 , 0.0745337 , 7.60673e-05 , 4.90356e-05 , 46.2642
386 , 0.193712 , -0.0501666 , -0.00036479 , 9.92151e-05 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0167825
386 , 2.49711 , -8.47942 , -0.00625148 , 0.0160265 , 0.0691324 , 0.0497795 , 4.71207e-05 , 3.52785e-05 , 18.6229
387 , -0.102392 , -0.093015 , 0.000185213 , 0.000173464 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00415366
387 , 1.98733 , 17.0129 , -0.00569089 , -0.0318504 , 0.0691324 , 0.0497795 , 4.71207e-05 , 3.52785e-05 , 14.199
388 , 0.0959686 , 0.165864 , -0.000164367 , -0.000288139 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.129637
388 , 10.9722 , -1.98022 , -0.0207955 , 0.00430125 , 0.0496204 , 0.0736781 , 3.63903e-05 , 5.99289e-05 , 6.07297
389 , 0.0555615 , 0.28572 , -0.00010099 , -0.00053903 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00250159
389 , -2.59519 , -5.916 , 0.00486589 , 0.0112404 , 0.0876967 , 0.0497756 , 7.50093e-05 , 3.5352e-05 , 10.329
390 , -0.531695 , -0.477561 , 0.000651108 , 0.000923465 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 33.7519
390 , 0.546239 , -3.45769 , -0.000603092 , 0.00650367 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 29.5208
392 , -7.61053 , -11.5059 , 0.0141696 , 0.0211744 , 0.0494036 , 0.0503704 , 3.61264e-05 , 3.57136e-05 , 39.4914
392 , -0.0942404 , 0.126335 , 0.000161737 , -0.00023161 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0289084
393 , -0.185086 , 0.00706324 , 0.000332688 , -1.77954e-06 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0164172
393 , -0.954678 , -12.1714 , 0.00236853 , 0.0226789 , 0.0877731 , 0.0497924 , 7.50773e-05 , 3.53827e-05 , 9.43199
394 , -0.0571137 , -0.11938 , 0.000118559 , 0.000214371 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0653786
394 , -14.7569 , 2.71903 , 0.0272499 , -0.00423211 , 0.0876967 , 0.0497756 , 7.50093e-05 , 3.5352e-05 , 21.7923
395 , -0.0169971 , 0.153318 , 3.13839e-05 , -0.000284969 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00279291
395 , 7.95089 , 12.1005 , -0.0152649 , -0.0213823 , 0.0890814 , 0.074717 , 7.64361e-05 , 6.10808e-05 , 31.3084
396 , 0.0725911 , 0.0948023 , -0.000129052 , -0.000178505 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0278111
396 , -6.81826 , 14.746 , 0.0125566 , -0.0278457 , 0.0496204 , 0.0736781 , 3.63903e-05 , 5.99289e-05 , 15.1783
397 , -0.0250405 , -0.123298 , 3.30402e-05 , 0.000224364 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0383229
397 , -1.39678 , 17.0964 , 0.00356855 , -0.0315614 , 0.0495077 , 0.0736818 , 3.63468e-05 , 5.99247e-05 , 49.9131
398 , -0.0168451 , 0.164505 , 4.02506e-05 , -0.000322869 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0148282
398 , 9.3045 , -6.12831 , -0.0167993 , 0.0115894 , 0.0496204 , 0.0736781 , 3.63903e-05 , 5.99289e-05 , 26.0301
399 , -0.0738204 , -0.096847 , 0.000124713 , 0.000185942 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0197314
399 , 13.4924 , -6.38209 , -0.0277596 , 0.0115225 , 0.0692437 , 0.0736268 , 4.71122e-05 , 5.98474e-05 , 42.3617
400 , -0.135774 , 0.0720999 , 0.000262786 , -0.000136953 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00689111
400 , -11.5252 , 1.65645 , 0.0216702 , -0.00308918 , 0.0886368 , 0.0749562 , 7.60439e-05 , 6.12239e-05 , 1.20728
401 , 0.0107371 , 0.112849 , -3.00439e-05 , -0.000212761 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0209131
401 , 18.4552 , -3.11723 , -0.0334678 , 0.00612525 , 0.0529181 , 0.0737345 , 3.74163e-05 , 5.99693e-05 , 42.6455
402 , -14.5842 , 1.28808 , 0.0282174 , -0.00258914 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 58.9383
402 , 0.112847 , -0.0375907 , -0.000223431 , 5.93559e-05 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0212859
403 , 0.0990847 , -0.104317 , -0.00018696 , 0.000194322 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0181443
403 , -12.9561 , -6.26561 , 0.0237254 , 0.0117066 , 0.0496204 , 0.0736781 , 3.63903e-05 , 5.99289e-05 , 18.3727
404 , -0.124411 , -0.0971571 , 0.000236996 , 0.000182983 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00373159
404 , 6.62501 , -7.03198 , -0.0152758 , 0.0132159 , 0.0689876 , 0.0499637 , 4.69575e-05 , 3.54141e-05 , 3.31648
405 , -2.78833 , -3.33138 , 0.00521467 , 0.00614401 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 3.15885
405 , 0.000467508 , -0.456747 , -1.19779e-06 , 0.00085025 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.726266
406 , -0.146178 , 0.0504596 , 0.000273354 , -9.4069e-05 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0103629
406 , -18.3941 , -9.3035 , 0.0319178 , 0.0182756 , 0.103687 , 0.0773654 , 9.27347e-05 , 6.49822e-05 , 30.702
407 , -0.123002 , 0.0617618 , 0.000239419 , -0.000123011 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0145666
407 , -11.2912 , -3.80819 , 0.0219459 , 0.00753733 , 0.0876967 , 0.0497756 , 7.50093e-05 , 3.5352e-05 , 20.3063
408 , 3.36611 , 0.739612 , -0.00639372 , -0.00138622 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.217787
408 , 0.174766 , -0.511265 , -0.000312379 , 0.000972845 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0565524
409 , -4.14901 , -6.5408 , 0.0079627 , 0.012157 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 12.7052
409 , 0.0855471 , -0.231159 , -0.000167015 , 0.000439275 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0147176
410 , 0.0527054 , 0.0958989 , -0.000101452 , -0.000179218 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00167015
410 , 2.35655 , -13.7248 , -0.00416164 , 0.0279947 , 0.0877359 , 0.0742905 , 7.50241e-05 , 4.88708e-05 , 68.603
411 , -3.59993 , -2.48732 , 0.00680956 , 0.00458315 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 1.46877
411 , 0.362452 , -0.252263 , -0.000668987 , 0.000479761 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0300908
412 , -0.0503978 , -0.113189 , 9.81822e-05 , 0.000208945 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0100993
412 , 18.436 , -2.77051 , -0.0320031 , 0.00497275 , 0.0719024 , 0.0555195 , 4.80759e-05 , 3.70546e-05 , 60.4916
413 , -0.14462 , 0.0906443 , 0.000285653 , -0.000169288 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0215242
413 , 7.468 , -6.90538 , -0.0141825 , 0.0130898 , 0.0496204 , 0.0736781 , 3.63903e-05 , 5.99289e-05 , 2.33282
414 , 0.0389224 , 0.320816 , -7.63577e-05 , -0.000619355 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 5.22425
414 , 5.03798 , 0.390757 , -0.0095248 , -0.000705413 , 0.0495879 , 0.0497348 , 3.63262e-05 , 3.5262e-05 , 5.1814
415 , -0.448145 , 12.8174 , 0.000595651 , -0.0234444 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 25.451
415 , 0.195072 , -0.170069 , -0.000192347 , 0.00030901 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 11.7971
416 , 6.50719 , -7.32337 , -0.0123313 , 0.0135015 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 3.17376
416 , -0.0161783 , 0.186048 , 3.08414e-05 , -0.000359188 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0086578
417 , 0.0220486 , 0.131877 , -4.73722e-05 , -0.000253424 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0122268
417 , 5.11412 , -11.4617 , -0.0130317 , 0.0214057 , 0.0691543 , 0.0735947 , 4.71675e-05 , 5.98883e-05 , 21.1014
418 , 0.0256176 , 0.158208 , -5.76992e-05 , -0.000250795 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.666802
418 , 14.9282 , 6.03058 , -0.0272663 , -0.0106039 , 0.0491284 , 0.0733423 , 3.60012e-05 , 5.97336e-05 , 47.0021
419 , 12.9591 , -7.21974 , -0.0244763 , 0.0137323 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 15.7788
419 , 0.100677 , -0.151057 , -0.0001863 , 0.000273654 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00951235
420 , 1.94896 , -2.12091 , -0.00370228 , 0.00396175 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 10.6396
420 , 0.471404 , -0.445668 , -0.000846104 , 0.000878043 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 10.4785
421 , 0.00562147 , 0.173741 , -1.18582e-05 , -0.000332224 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0101013
